Id,MSSubClass,LotArea,Single Family,Duplex,Floors,Quality,Condition,YearBuilt,YearRemodAdd,BsmtFi0SFY,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,Kitchen,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,PoolArea,MoSold,YearSold,SalePrice
630,80,9020,1,0,1,6,5,1964,1964,624,1248,1,1350,0,1350,1,1,3,1,6,0,2,176,0,0,6,2008,168500
631,70,9000,1,0,2,5,6,1880,1991,0,636,1,1089,661,1750,1,0,3,1,8,0,1,0,0,0,6,2006,124000
632,120,4590,0,0,1,8,5,2006,2006,24,1554,1,1554,0,1554,2,0,2,1,6,1,2,156,73,0,8,2007,209500
633,20,11900,1,1,1,7,5,1977,1977,822,1386,1,1411,0,1411,2,0,3,1,6,1,2,192,0,0,4,2009,82500
634,20,9250,1,0,1,5,7,1954,2005,480,1056,1,1056,0,1056,1,0,3,1,6,0,1,390,0,0,7,2007,139400
635,90,6979,0,0,1,6,5,1980,1980,1056,1056,1,1056,0,1056,0,0,0,2,4,0,2,264,56,0,6,2010,144000
636,190,10896,0,1,2,6,7,1914,1995,256,1440,1,1440,1440,3395,2,0,8,2,14,0,0,0,110,0,3,2007,200000
637,30,6120,1,0,1,2,3,1936,1950,0,264,0,800,0,800,1,0,1,1,4,1,0,0,0,0,1,2009,60000
638,190,6000,0,0,1.5,5,4,1954,1954,0,811,1,811,576,1387,2,0,3,2,7,0,1,0,0,0,11,2009,93000
639,30,8777,1,0,1,5,7,1910,1950,0,796,1,796,0,796,1,0,2,1,4,0,0,328,0,0,5,2008,85000
640,120,3982,0,0,1,8,5,2006,2006,1154,1520,1,1567,0,1567,2,0,1,1,7,1,3,312,0,0,10,2006,264561
641,120,12677,0,1,1,8,5,2003,2004,1218,1518,1,1518,0,1518,1,1,1,1,6,1,2,185,140,0,4,2008,274000
642,60,7050,1,1,2,7,5,2001,2001,738,1057,1,1057,872,1929,2,1,3,1,7,1,2,0,235,0,5,2007,226000
643,80,13860,1,0,1,8,7,1972,1995,1410,1952,1,2000,704,2704,2,1,4,1,9,3,2,269,111,0,7,2009,345000
644,60,10793,1,0,2,5,5,1969,1969,493,780,1,780,840,1620,2,1,4,1,7,0,2,208,0,0,4,2007,152000
645,20,9187,1,0,1,9,5,2009,2009,1121,1766,1,1766,0,1766,2,1,2,1,7,1,3,195,130,0,10,2009,370878
646,20,10530,1,0,1,6,5,1971,1971,282,981,1,981,0,981,1,1,3,1,5,0,2,0,312,0,3,2007,143250
647,20,7200,1,0,1,5,5,1950,1950,0,0,1,1048,0,1048,1,0,3,1,7,0,2,0,27,0,7,2008,98300
648,20,10452,1,0,1,6,5,1953,1953,500,1094,1,1094,0,1094,1,0,3,1,5,2,2,0,0,0,6,2008,155000
649,60,7700,1,0,2,6,5,1966,1966,0,756,1,1051,788,1839,1,1,4,1,7,1,2,0,124,0,6,2010,155000
650,180,1936,0,0,1,4,6,1970,1970,131,630,1,630,0,630,1,0,1,1,3,0,0,0,0,0,12,2007,84500
651,60,8125,1,1,2,7,6,2007,2007,0,813,1,822,843,1665,2,1,3,1,7,0,2,0,0,0,5,2008,205950
652,70,9084,1,0,2,4,5,1940,1950,0,755,1,755,755,1510,1,0,4,1,7,1,1,120,0,0,10,2009,108000
653,60,8750,1,0,2,7,5,1996,1996,0,880,1,909,807,1716,2,1,2,1,7,1,2,0,120,0,7,2009,191000
654,50,10320,1,0,1.5,6,7,1906,1995,0,756,1,756,713,1469,1,0,3,1,7,0,1,57,0,0,6,2008,135000
655,20,10437,1,0,1,8,6,1995,1995,1696,2109,1,2113,0,2113,2,1,2,1,7,1,3,236,46,0,8,2008,350000
656,160,1680,0,0,2,6,5,1971,1971,0,525,1,525,567,1092,1,1,3,1,6,0,1,0,0,0,3,2010,88000
657,20,10007,1,1,1,5,7,1959,2006,806,1053,1,1053,0,1053,1,1,3,1,5,0,1,0,0,0,8,2008,145500
658,70,7200,1,0,2,7,6,1931,2000,0,776,1,851,651,1502,1,1,3,1,6,1,1,0,0,0,2,2008,149000
659,50,17503,1,0,1.5,6,5,1948,1950,0,912,1,912,546,1458,1,0,3,1,6,1,1,192,0,0,1,2010,97500
660,20,9937,1,0,1,5,7,1964,1999,637,1486,1,1486,0,1486,1,0,3,1,7,0,2,0,0,0,3,2009,167000
661,60,12384,1,0,2,7,7,1976,1976,0,793,1,1142,793,1935,2,1,3,1,7,1,2,0,113,0,11,2007,197900
662,60,46589,1,0,2,8,7,1994,2005,1361,1629,1,1686,762,2448,2,1,4,1,8,1,3,517,76,0,7,2009,402000
663,20,13560,1,0,1,6,3,1968,1968,0,1392,1,1392,0,1392,1,0,2,1,5,2,2,0,0,0,7,2009,110000
664,85,10012,1,0,1,4,5,1972,1972,920,1138,1,1181,0,1181,2,0,3,1,6,0,2,0,0,0,4,2008,137500
665,20,20896,1,0,1,8,5,2005,2006,1721,2077,1,2097,0,2097,1,1,1,1,8,1,3,192,267,0,1,2006,423000
666,60,11194,1,0,2,8,5,2000,2000,0,1406,1,1454,482,1936,2,1,3,1,7,1,2,188,124,0,11,2006,230500
667,60,18450,1,0,2,6,5,1965,1979,187,1021,1,1465,915,2380,2,1,3,1,7,1,2,0,265,0,8,2007,129000
668,20,8125,1,0,1,6,5,1994,1998,1138,1408,1,1679,0,1679,2,0,3,1,7,1,2,224,42,0,10,2008,193500
669,20,14175,1,0,1,5,6,1956,1987,988,1188,1,1437,0,1437,1,1,3,1,6,1,2,304,0,0,11,2006,168000
670,30,11600,1,0,1,4,5,1922,1950,0,700,1,1180,0,1180,1,0,2,1,5,1,1,0,0,0,7,2006,137500
671,60,8633,1,0,2,6,5,2005,2005,193,738,1,738,738,1476,2,1,3,1,7,0,2,100,35,0,2,2009,173500
672,70,6629,1,0,2,6,6,1925,1950,551,672,0,697,672,1369,2,0,3,1,6,0,1,147,0,0,7,2009,103600
673,20,11250,1,0,1,6,6,1977,1977,767,1208,1,1208,0,1208,1,1,3,1,6,1,2,198,42,0,6,2006,165000
674,20,14442,1,0,1,6,7,1957,2004,1186,1477,1,1839,0,1839,2,0,3,1,7,2,2,0,87,0,6,2007,257500
675,20,9200,1,0,1,6,6,1965,1965,892,1136,1,1136,0,1136,1,0,3,1,5,1,1,426,0,0,7,2008,140000
676,160,2289,0,0,2,6,6,1978,1978,311,855,1,855,586,1441,2,1,3,1,7,1,2,28,0,0,4,2009,148500
677,70,9600,1,1,2,4,2,1900,1950,0,1095,0,1095,679,1774,2,0,4,2,8,0,3,0,0,0,5,2006,87000
678,30,9022,1,0,1,5,8,1924,2006,0,768,1,792,0,792,1,0,2,1,5,0,1,316,0,0,5,2009,109500
679,20,11844,1,0,1,8,5,2008,2008,0,2046,1,2046,0,2046,2,1,3,1,7,1,3,322,82,0,7,2009,372500
680,20,9945,1,0,1,5,5,1961,1961,827,988,1,988,0,988,1,0,3,1,5,0,2,0,0,0,10,2007,128500
681,120,8012,0,0,1,6,5,1980,1980,543,923,1,923,0,923,2,0,2,1,5,1,1,80,0,0,5,2010,143000
682,50,4500,1,1,1.5,5,5,1932,2000,182,793,1,848,672,1520,1,0,3,1,6,0,1,0,0,0,7,2009,159434
683,120,2887,1,0,1,6,5,1996,1997,1003,1291,1,1291,0,1291,1,0,2,1,6,1,2,307,0,0,11,2008,173000
684,20,11248,1,0,1,9,5,2002,2002,1059,1626,1,1668,0,1668,2,0,3,1,7,1,3,257,45,0,7,2007,285000
685,60,16770,1,0,2,7,5,1998,1998,0,1195,1,1195,644,1839,2,1,4,1,7,0,2,0,81,0,6,2010,221000
686,160,5062,0,0,2,7,5,1984,1984,828,1190,1,1190,900,2090,2,0,3,1,6,1,2,219,0,0,9,2007,207500
687,60,10207,1,1,2,7,6,2007,2007,0,874,1,874,887,1761,3,0,3,1,7,0,2,144,105,0,8,2007,227875
688,160,5105,0,0,2,7,5,2004,2004,239,551,1,551,551,1102,2,1,2,1,4,0,2,0,60,0,3,2007,148800
689,20,8089,1,1,1,8,6,2007,2007,945,1419,1,1419,0,1419,2,0,2,1,7,1,2,140,0,0,10,2007,392000
690,120,7577,0,0,1,6,5,2005,2006,20,1362,1,1362,0,1362,2,0,2,1,6,1,2,192,28,0,6,2007,194700
691,120,4426,0,1,1,6,5,2004,2004,697,848,1,848,0,848,1,0,1,1,3,1,2,149,0,0,5,2008,141000
692,60,21535,1,1,2,10,6,1994,1995,1455,2444,1,2444,1872,4316,3,1,4,1,10,2,3,382,50,0,1,2007,755000
693,60,26178,1,0,2,7,5,1989,1990,965,1210,1,1238,1281,2519,2,1,4,1,9,2,2,320,27,0,4,2006,335000
694,30,5400,1,0,1,5,6,1921,1968,0,1073,1,1073,0,1073,1,0,2,1,4,0,1,0,0,0,12,2006,108480
695,50,6120,1,0,1.5,5,6,1936,1950,0,927,1,1067,472,1539,1,1,3,1,5,0,2,112,0,0,4,2009,141500
696,20,13811,1,0,1,6,6,1987,1987,980,1112,1,1137,0,1137,2,0,2,1,5,1,2,125,0,0,7,2006,176000
697,30,6000,1,0,1,5,7,1921,1950,616,616,1,616,0,616,1,0,2,1,4,0,1,0,0,0,6,2006,89000
698,20,6420,1,0,1,5,7,1952,1952,210,980,1,1148,0,1148,1,0,2,1,6,0,1,0,0,0,9,2006,123500
699,20,8450,1,0,1,5,8,1965,2009,553,894,1,894,0,894,1,0,3,1,5,1,1,416,144,0,4,2010,138500
700,120,4282,0,0,1,7,5,2004,2004,16,1391,1,1391,0,1391,2,0,2,1,5,0,2,156,158,0,7,2008,196000
701,20,14331,1,1,1,8,5,2002,2002,1274,1800,1,1800,0,1800,2,0,3,1,7,1,3,270,78,0,5,2006,312500
702,20,9600,1,0,1,7,5,1969,1969,0,1164,1,1164,0,1164,1,1,3,1,6,0,2,0,0,0,7,2006,140000
703,60,12438,1,0,2,8,5,2006,2006,0,1234,1,1264,1312,2576,2,1,4,1,10,1,3,324,100,0,7,2006,361919
704,190,7630,0,0,2,5,9,1900,1996,0,360,1,1032,780,1812,2,0,4,2,8,1,2,344,0,0,5,2010,140000
705,20,8400,1,0,1,7,5,2004,2005,712,1473,1,1484,0,1484,2,0,3,1,7,0,2,0,35,0,5,2010,213000
706,190,5600,0,0,2,4,5,1930,1950,0,0,0,372,720,1092,2,0,3,2,7,0,0,0,0,0,7,2010,55000
707,20,115149,1,0,1,7,5,1971,2002,1219,1643,1,1824,0,1824,2,0,2,1,5,2,2,380,48,0,6,2007,302000
708,120,6240,0,0,1,8,5,2006,2006,863,1324,1,1324,0,1324,2,0,2,1,6,1,2,192,38,0,12,2009,254000
709,60,9018,1,1,2,7,5,2007,2007,0,728,1,728,728,1456,2,1,3,1,8,1,2,100,24,0,7,2007,179540
710,20,7162,1,0,1,5,7,1966,1966,0,876,1,904,0,904,1,0,3,1,6,0,1,0,0,0,12,2008,109900
711,30,4130,1,0,1,3,6,1935,2003,0,270,1,729,0,729,1,0,2,1,5,0,0,0,0,0,7,2008,52000
712,50,8712,1,0,1.5,4,7,1900,1950,0,859,1,859,319,1178,1,0,2,1,7,0,1,68,0,0,1,2010,102776
713,120,4671,0,0,1,8,5,1988,1989,767,1228,1,1228,0,1228,2,0,2,1,5,1,2,168,120,0,10,2008,189000
714,190,9873,0,1,1,4,5,1970,1970,789,960,0,960,0,960,1,0,3,1,6,0,2,0,288,0,5,2006,129000
715,60,13517,1,0,2,6,8,1976,2005,533,725,1,725,754,1479,2,1,3,1,6,0,2,0,44,0,3,2010,130500
716,20,10140,1,0,1,6,5,1974,1974,0,1064,1,1350,0,1350,2,0,3,1,7,1,2,0,0,0,8,2009,165000
717,70,10800,1,0,2,7,8,1890,1998,0,718,1,1576,978,2554,1,1,3,1,8,0,2,0,48,0,7,2007,159500
718,20,10000,1,0,1,5,6,1973,2000,1084,1176,1,1178,0,1178,1,1,3,1,5,1,2,224,0,0,11,2008,157000
719,60,10542,1,0,2,7,5,1993,1994,1173,1311,1,1325,1093,2418,2,1,3,1,9,1,3,250,154,0,8,2008,341000
720,20,9920,1,0,1,5,6,1969,1969,523,971,1,971,0,971,1,1,3,1,5,1,1,0,0,0,5,2006,128500
721,120,6563,1,0,1,8,5,1985,1985,1148,1742,1,1742,0,1742,2,0,2,1,5,1,2,114,28,0,12,2006,275000
722,120,4426,0,0,1,6,5,2004,2004,662,848,1,848,0,848,1,0,1,1,3,0,2,160,0,0,5,2010,143000
723,20,8120,1,1,1,4,7,1970,1970,191,864,1,864,0,864,1,0,3,1,5,0,2,0,0,0,7,2009,124500
724,50,8172,1,0,1.5,4,6,1954,1972,0,941,1,997,473,1470,2,0,4,1,7,0,1,0,0,0,5,2008,135000
725,20,13286,1,0,1,9,5,2007,2008,1234,1698,1,1698,0,1698,2,0,3,1,8,1,3,327,64,0,2,2009,320000
726,20,6960,1,0,1,4,6,1970,1970,375,864,1,864,0,864,1,0,3,1,5,0,2,96,0,0,11,2009,120500
727,20,21695,1,0,1,6,9,1988,2007,808,880,1,1680,0,1680,2,0,3,1,5,1,2,292,44,0,12,2009,222000
728,20,7314,1,0,1,7,5,2007,2007,724,1232,1,1232,0,1232,2,0,2,1,6,0,2,132,0,0,2,2009,194500
729,90,11475,0,0,1,5,5,1958,1958,0,1584,1,1776,0,1776,2,0,4,2,9,0,3,0,25,0,7,2009,110000
730,30,6240,1,1,1.5,4,5,1925,1950,152,780,1,848,0,1208,1,0,2,1,5,0,2,0,23,0,1,2009,103000
731,120,5389,0,0,1,8,5,1995,1996,1180,1595,1,1616,0,1616,2,0,2,1,5,1,2,237,152,0,3,2010,236500
732,80,9590,1,1,1,7,5,2003,2003,786,868,1,1146,0,1146,2,0,3,1,6,1,2,160,22,0,5,2007,187500
733,60,11404,1,0,2,7,5,1998,1999,252,1153,1,1153,878,2031,2,1,3,1,8,1,2,192,84,0,7,2008,222500
734,20,10000,1,0,1,5,6,1961,1983,594,864,1,1144,0,1144,1,0,3,1,6,1,1,165,0,0,3,2009,131400
735,20,8978,1,0,1,5,5,1968,1968,0,948,1,948,0,948,1,0,3,1,6,0,1,147,0,0,5,2007,108000
736,75,10800,1,0,2,7,7,1914,1970,390,880,0,880,888,1768,1,1,2,1,6,2,2,0,341,0,10,2006,163000
737,90,8544,0,0,1,3,4,1950,1950,0,0,0,1040,0,1040,2,0,2,2,6,0,2,0,0,0,7,2006,93500
738,60,10463,1,1,2,8,5,2005,2005,0,893,1,901,900,1801,2,1,3,1,8,1,3,0,116,0,6,2006,239900
739,90,10800,0,0,1,5,5,1987,1988,1200,1200,1,1200,0,1200,3,0,3,1,5,0,0,120,0,0,3,2009,179000
740,60,9313,1,1,2,7,5,2004,2004,0,864,1,864,864,1728,2,1,3,1,7,0,2,187,56,0,4,2009,190000
741,70,9600,1,0,2,5,7,1910,2002,0,264,1,768,664,1432,2,0,2,1,7,0,2,270,0,0,5,2007,132000
742,20,6768,1,0,1,6,8,1961,1996,832,912,1,912,0,912,1,0,3,1,5,0,1,168,0,0,5,2008,142000
743,20,8450,1,0,1,7,5,2000,2001,0,1349,1,1349,0,1349,2,0,3,1,6,0,2,120,55,0,12,2007,179000
744,80,12886,1,0,1,5,6,1963,1999,444,520,1,1464,0,1464,2,0,3,1,6,1,2,302,0,0,10,2009,175000
745,120,5395,0,0,1,8,5,1993,1993,733,1337,1,1337,0,1337,2,0,2,1,5,1,2,96,0,0,10,2008,180000
746,60,8963,1,1,2,8,9,1976,1996,575,1142,1,1175,1540,2715,3,1,4,1,11,2,2,0,204,0,7,2008,299800
747,60,8795,1,0,2,7,5,2000,2000,300,952,1,980,1276,2256,2,1,4,1,8,1,2,224,54,0,4,2009,236000
748,70,11700,1,0,2,7,7,1880,2003,0,1240,0,1320,1320,2640,1,1,4,1,8,1,4,181,0,0,5,2009,265979
749,20,10593,1,0,1,7,5,1996,1996,919,1720,1,1720,0,1720,2,0,3,1,7,1,2,240,56,0,3,2010,260400
750,50,8405,1,0,1.5,4,3,1945,1950,0,0,0,1088,441,1529,2,0,4,1,9,0,1,92,0,0,4,2009,98000
751,50,8800,1,0,1.5,4,7,1910,2004,0,576,1,792,348,1140,1,0,3,1,7,0,0,0,160,0,6,2010,96500
752,60,7750,1,0,2,7,5,2003,2003,0,660,1,660,660,1320,2,1,3,1,6,0,2,0,48,0,8,2007,162000
753,20,9236,1,0,1,6,5,1997,1997,1200,1479,1,1494,0,1494,2,0,3,1,6,0,2,168,27,0,7,2006,217000
754,60,10240,1,0,2,8,5,2005,2005,0,1030,1,1038,1060,2098,2,1,3,1,8,1,3,192,52,0,3,2006,275500
755,20,7930,1,0,1,6,8,1969,2005,439,1026,1,1026,0,1026,1,0,3,1,5,0,2,171,48,0,7,2009,156000
756,160,3230,0,0,2,6,5,1999,1999,381,729,1,742,729,1471,2,1,3,1,6,0,2,0,24,0,3,2009,172500
757,60,10769,1,1,2,8,5,2007,2007,20,866,1,866,902,1768,2,1,3,1,7,0,2,144,105,0,4,2009,212000
758,60,11616,1,0,2,6,5,1978,1978,438,672,1,672,714,1386,2,1,3,1,6,1,2,335,0,0,4,2010,158900
759,160,2280,0,0,2,7,5,1999,1999,549,744,1,757,744,1501,2,1,3,1,6,0,2,0,0,0,8,2008,179400
760,60,12257,1,1,2,8,5,1995,1995,56,1318,1,1328,1203,2531,2,1,4,1,9,1,3,222,98,0,11,2007,290000
761,20,9100,1,0,1,6,6,1959,1959,612,864,1,864,0,864,1,0,2,1,5,0,1,0,0,0,10,2009,127500
762,30,6911,1,0,1,5,5,1924,1950,405,1145,1,1301,0,1301,1,0,2,1,5,0,2,0,0,0,10,2009,100000
763,60,8640,1,0,2,7,5,2009,2009,24,756,1,764,783,1547,2,1,3,1,7,0,2,169,45,0,6,2010,215200
764,60,9430,1,0,2,8,5,1999,1999,1163,1252,1,1268,1097,2365,2,1,3,1,8,1,3,0,128,0,7,2009,337000
765,120,9549,0,0,1,8,5,1995,1996,437,1494,1,1494,0,1494,1,1,2,1,6,1,2,0,30,0,4,2006,270000
766,20,14587,1,1,1,9,5,2008,2008,0,1498,1,1506,0,1506,2,0,2,1,6,1,2,0,174,0,8,2008,264132
767,60,10421,1,0,2,7,5,1988,1988,394,980,1,980,734,1714,2,1,3,1,7,1,2,228,66,0,3,2010,196500
768,50,12508,1,0,1.5,6,7,1940,1985,660,983,1,983,767,1750,2,0,4,1,7,0,1,245,0,0,7,2008,160000
769,20,9100,1,0,1,7,5,2004,2005,24,1860,1,1836,0,1836,2,0,3,1,8,1,2,120,33,0,10,2006,216837
770,60,53504,1,0,2,8,5,2003,2003,1416,1650,1,1690,1589,3279,3,1,4,1,12,1,3,503,36,0,6,2010,538000
771,85,7252,1,0,1,5,5,1982,1982,685,858,1,858,0,858,1,0,2,1,5,0,2,120,0,0,4,2009,134900
772,20,8877,1,0,1,4,5,1951,1951,836,836,1,1220,0,1220,1,0,2,1,6,0,2,0,0,0,4,2006,102000
773,80,7819,1,0,1,6,5,1976,1976,422,1029,1,1117,0,1117,1,0,3,1,6,1,2,144,0,0,3,2010,107000
774,20,10150,1,0,1,5,5,1958,1958,456,912,1,912,0,912,1,0,2,1,5,0,1,0,0,0,7,2007,114500
775,20,14226,1,0,1,8,5,2006,2006,0,1935,1,1973,0,1973,2,0,3,1,9,1,3,315,45,0,7,2007,395000
776,120,4500,0,0,1,6,5,1998,1998,866,1204,1,1204,0,1204,2,0,2,1,5,0,2,0,247,0,6,2009,162000
777,20,11210,1,1,1,7,5,2005,2006,20,1614,1,1614,0,1614,2,0,3,1,7,0,3,144,59,0,7,2006,221500
778,20,13350,1,0,1,5,5,1974,1974,762,864,1,894,0,894,1,0,3,1,5,1,2,241,0,0,6,2006,142500
779,90,8400,0,0,1,5,5,1977,1977,0,0,1,2020,0,2020,2,0,4,2,10,2,2,0,0,0,10,2007,144000
780,90,10530,0,1,1,6,5,1977,1977,975,975,1,1004,0,1004,1,0,2,1,4,0,2,0,0,0,5,2006,135000
781,20,7875,1,1,1,7,5,1995,1996,0,1237,1,1253,0,1253,2,0,3,1,6,1,2,220,21,0,6,2007,176000
782,60,7153,1,0,2,6,5,1992,1992,387,761,1,810,793,1603,2,1,3,1,7,0,2,0,124,0,7,2006,175900
783,20,16285,1,0,1,7,5,2001,2002,0,1413,1,1430,0,1430,2,0,3,1,6,0,2,0,33,0,6,2009,187100
784,85,9101,1,0,1,5,6,1978,1978,1097,1097,1,1110,0,1110,1,0,1,1,4,1,2,303,30,0,7,2009,165500
785,75,6300,1,0,2,6,6,1914,2001,0,742,1,742,742,1484,2,0,3,1,9,1,0,0,291,0,6,2008,128000
786,20,9790,1,0,1,6,5,1967,1967,251,1372,1,1342,0,1342,2,0,3,1,7,1,2,0,0,0,9,2009,161500
787,50,10800,1,0,1.5,5,6,1915,1950,686,686,1,966,686,1652,2,0,4,1,7,0,1,0,0,0,6,2010,139000
788,60,10142,1,0,2,7,5,2004,2004,656,956,1,956,1128,2084,2,1,4,1,8,0,2,0,45,0,1,2010,233000
789,20,6000,1,0,1,4,7,1954,2000,0,901,1,901,0,901,1,0,2,1,4,0,1,0,0,0,8,2008,107900
790,60,12205,1,0,2,6,8,1966,2007,568,832,1,976,1111,2087,2,1,5,1,9,0,2,133,168,0,7,2007,187500
791,120,3182,0,0,1,7,5,2005,2006,16,1145,1,1145,0,1145,2,0,2,1,5,1,2,100,16,0,9,2009,160200
792,80,11333,1,1,1,6,5,1976,1976,539,1029,1,1062,0,1062,1,0,3,1,5,2,2,120,0,0,5,2007,146800
793,60,9920,1,0,2,7,5,1996,1997,862,1117,1,1127,886,2013,2,1,3,1,8,1,2,180,130,0,6,2007,269790
794,20,9158,1,0,1,8,5,2007,2007,0,1496,1,1496,0,1496,2,0,3,1,7,0,2,168,130,0,6,2007,225000
795,60,10832,1,0,2,7,5,1994,1996,0,712,1,1086,809,1895,2,1,3,1,7,1,2,143,46,0,10,2008,194500
796,60,8400,1,0,2,6,6,1980,1981,0,650,1,888,676,1564,2,1,3,1,7,1,2,0,50,0,4,2010,171000
797,20,8197,1,0,1,6,5,1977,1977,0,660,1,1285,0,1285,1,1,3,1,7,1,2,138,0,0,4,2007,143500
798,20,7677,1,0,1,5,5,1953,1953,570,773,1,773,0,773,1,0,2,1,4,0,1,0,0,0,4,2008,110000
799,60,13518,1,0,2,9,5,2008,2009,0,1926,1,1966,1174,3140,3,1,4,1,11,2,3,144,78,0,7,2009,485000
800,50,7200,1,0,1.5,5,7,1937,1950,569,731,1,981,787,1768,1,1,3,1,7,2,1,0,0,0,6,2007,175000
801,60,12798,1,0,2,6,5,1997,1997,462,616,1,616,1072,1688,2,1,4,1,8,0,2,403,114,0,5,2008,200000
802,30,4800,1,0,1,4,7,1916,1990,197,1196,1,1196,0,1196,1,0,2,1,5,0,2,0,0,0,7,2007,109900
803,60,8199,1,0,2,7,5,2005,2005,648,728,1,728,728,1456,2,1,3,1,7,1,2,36,18,0,10,2008,189000
804,60,13891,1,0,2,9,5,2008,2009,0,1734,1,1734,1088,2822,3,1,4,1,12,1,3,52,170,0,1,2009,582933
805,20,9000,1,0,1,5,5,1954,1954,812,936,1,1128,0,1128,1,0,2,1,5,0,1,0,0,0,6,2006,118000
806,20,12274,1,0,1,7,5,2008,2008,0,1417,1,1428,0,1428,2,0,3,1,6,0,2,0,60,0,7,2008,227680
807,80,9750,1,0,1,5,5,1967,1967,400,980,1,980,0,980,2,0,3,1,6,0,1,68,0,0,10,2006,135500
808,70,21384,1,0,2,5,6,1923,2004,1309,1324,1,1072,504,1576,1,1,3,1,6,1,2,0,312,0,5,2009,223500
809,80,13400,1,0,1,5,5,1966,1966,516,1024,1,1086,0,1086,1,0,3,1,6,1,2,0,0,0,6,2006,159950
810,75,8100,1,0,2,5,5,1898,1965,0,849,0,1075,1063,2138,2,0,2,3,11,0,2,40,156,0,11,2009,106000
811,20,10140,1,0,1,6,6,1974,1999,663,1040,1,1309,0,1309,1,1,3,1,5,1,2,265,0,648,1,2006,181000
812,120,4438,0,0,1,6,5,2004,2004,662,848,1,848,0,848,1,0,1,1,4,1,2,140,0,0,6,2008,144500
813,20,8712,1,1,1,5,5,1952,1952,0,540,0,1044,0,1044,1,0,2,1,4,0,2,0,0,0,6,2010,55993
814,20,9750,1,0,1,6,6,1958,1958,608,1442,1,1442,0,1442,1,1,4,1,7,0,1,0,0,0,4,2007,157900
815,50,8248,1,0,1.5,5,7,1918,1950,0,686,1,686,564,1250,1,1,3,1,7,0,1,207,0,0,7,2006,116000
816,20,12137,1,0,1,7,5,1998,1998,0,1649,1,1661,0,1661,2,0,3,1,6,0,2,0,34,0,5,2010,224900
817,20,11425,1,0,1,5,6,1954,1954,486,1008,1,1008,0,1008,1,0,2,1,4,1,1,0,0,0,7,2006,137000
818,20,13265,1,0,1,8,5,2002,2002,1218,1568,1,1689,0,1689,2,0,3,1,7,2,3,150,59,0,7,2008,271000
819,80,8816,1,0,1,6,7,1971,1971,504,1010,1,1052,0,1052,1,0,3,1,6,0,2,0,0,0,6,2010,155000
820,120,6371,0,0,1,7,5,2009,2010,733,1358,1,1358,0,1358,2,0,2,1,6,1,2,192,35,0,6,2010,224000
821,60,7226,1,1,2,7,5,2003,2003,0,798,1,798,842,1640,2,1,3,1,6,0,2,0,45,0,6,2008,183000
822,20,6000,0,0,1,4,4,1953,1953,0,936,0,936,0,936,1,0,2,1,4,0,2,0,32,0,2,2009,93000
823,60,12394,1,0,2,7,5,2003,2003,0,847,1,847,886,1733,2,1,3,1,7,1,2,100,48,0,10,2007,225000
824,50,9900,1,0,1.5,6,7,1940,1950,0,778,1,944,545,1489,2,0,3,1,7,1,1,335,0,0,7,2009,139500
825,20,11216,1,0,1,8,5,2006,2006,0,1489,1,1489,0,1489,2,0,3,1,7,1,2,0,140,0,6,2006,232600
826,20,14803,1,0,1,10,5,2007,2008,1636,2078,1,2084,0,2084,2,0,2,1,7,1,3,188,45,0,6,2008,385000
827,45,6130,1,0,1.5,5,6,1924,1950,784,784,1,784,0,784,1,0,2,1,5,0,0,0,0,0,5,2008,109500
828,20,8529,1,0,1,7,5,2001,2001,20,1454,1,1434,0,1434,2,0,3,1,6,1,2,290,39,0,4,2009,189000
829,60,28698,1,0,2,5,5,1967,1967,249,1013,1,1160,966,2126,2,1,3,1,7,0,2,486,0,0,6,2009,185000
830,160,2544,0,0,2,7,5,2005,2005,0,600,1,520,623,1223,2,1,2,1,4,0,2,0,166,0,7,2006,147400
831,20,11900,1,1,1,6,5,1957,1957,1040,1392,1,1392,0,1392,1,1,3,1,6,2,2,0,0,0,6,2008,166000
832,160,3180,0,0,2,7,5,2005,2005,0,600,1,520,600,1200,2,1,2,1,4,0,2,0,166,0,6,2006,151000
833,60,9548,1,1,2,7,6,2003,2003,483,941,1,941,888,1829,2,1,3,1,7,1,2,192,39,0,1,2010,237000
834,20,10004,1,0,1,6,6,1964,1964,196,1516,1,1516,0,1516,1,1,3,1,6,0,2,0,0,0,2,2009,167000
835,20,7875,1,0,1,5,6,1961,1961,572,1144,1,1144,0,1144,1,0,3,1,6,0,2,0,0,0,9,2008,139950
836,20,9600,1,0,1,4,7,1950,1995,442,1067,1,1067,0,1067,2,0,2,1,4,0,2,290,0,0,2,2010,128000
837,30,8100,1,0,1,5,6,1948,1973,338,1559,1,1559,0,1559,1,0,2,1,5,0,2,0,116,0,6,2007,153500
838,160,1680,0,0,2,6,5,1973,1973,330,483,1,483,504,987,1,1,2,1,5,0,1,0,0,0,11,2008,100000
839,20,9525,1,1,1,5,6,1995,2006,0,1099,1,1099,0,1099,1,1,3,1,6,0,1,278,0,0,6,2008,144000
840,50,11767,1,0,1.5,5,6,1946,1995,352,768,1,768,432,1200,1,0,3,1,6,0,1,0,0,0,5,2008,130500
